10000,39689667
12000,52668916
14000,70435500
16000,97106833
18000,117860083
20000,141732500
22000,175553250
24000,202614291
26000,234239958
28000,283921166
30000,315790375
32000,365881000
34000,419258458
36000,464138167
38000,516714042
40000,569671833
42000,616102292
44000,701344625
46000,756377083
48000,826470500
50000,1127731041
