10000,48814334
12000,69851334
14000,94924417
16000,125865834
18000,155340666
20000,193001291
22000,78100875
24000,91848833
26000,107550458
28000,124725917
30000,145304750
32000,165809541
34000,186964834
36000,209635084
38000,233754666
40000,259372250
42000,281329291
44000,312000166
46000,342242625
48000,374436084
50000,406626291
