10000,618458
12000,264042
14000,276541
16000,318917
18000,540750
20000,174666
22000,141167
24000,145875
26000,156792
28000,171542
30000,181042
32000,195458
34000,215167
36000,268458
38000,229667
40000,240083
42000,251334
44000,453083
46000,369208
48000,303208
50000,466708
