10000,89214917
12000,109970291
14000,52464333
16000,194774875
18000,242133084
20000,299474208
22000,388431542
24000,433499625
26000,482001833
28000,196834000
30000,224029917
32000,259552833
34000,290909250
36000,335084041
38000,362176417
40000,403127084
42000,452089875
44000,499468041
46000,548560083
48000,602405625
50000,645923541
