10000,39771417
12000,56769875
14000,77700042
16000,111445750
18000,131103208
20000,158151042
22000,189398666
24000,225250917
26000,265570041
28000,308987917
30000,352340333
32000,402207417
34000,458606666
36000,530384333
38000,575161417
40000,630988125
42000,691458292
44000,757926416
46000,827342750
48000,904375042
50000,979673583
