10000,30483333
12000,40399833
14000,55024708
16000,71279042
18000,91024125
20000,112264042
22000,135366000
24000,160053708
26000,188959333
28000,219035416
30000,251402208
32000,283268125
34000,318924833
36000,357481500
38000,421896916
40000,449152375
42000,535763000
44000,573815625
46000,583297625
48000,634072917
50000,688200791
