10000,39424959
12000,56510791
14000,76851792
16000,105460958
18000,131636541
20000,159775209
22000,192437500
24000,226287167
26000,265352916
28000,308393375
30000,355474834
32000,405994625
34000,459642541
36000,507922250
38000,573169209
40000,626491166
42000,690454166
44000,758040834
46000,831064083
48000,914985333
50000,1000043292
